,id,text,annotations,meta,annotation_approver,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
1174,890300,shop uy_tín giao hàng đúng chuẩn nhiệt_tình sản_phẩm_chất_lượng,"[{'label': 340, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 49, 'comment': 'Shop uy tín, giao hàng đúng chuẩn, hỗ trợ nhiệt tình, sản phẩm chất lượng.', 'annotations': {'18': ['hiệu năng +', 'dịch vụ +'], '22': ['dịch vụ +', 'ship +']}}",,0,0,0,1,0,0,1,0,0
1175,890299,máy ổn ngoại_hình_như hàng nhanh,"[{'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 2710, 'comment': 'Máy ổn ngoại hình như mới.giao hàng nhanh.', 'annotations': {'16': ['ship +', 'mẫu mã +'], '21': ['ship +', 'mẫu mã +']}}",,0,1,0,1,0,0,0,0,0
1176,890298,shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo máy đẹp 99 % test chức_năng đều ổn_định màn_hình cảm_ứng nhạy màu_sắc rực_rỡ như mong_đợi pin trâu_bò sạc hình mạnh_mẽ mạng lướt web phim game oke hài_lòng lắm,"[{'label': 346, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 2266, 'comment': 'shop uy tín, giao hàng đúng hẹn chất lượng đúng như quảng cáo,máy đẹp mới 99%, test qua các các chức năng đều rất ổn định, màn hình cảm ứng nhạy, màu sắc rực rỡ như mong đợi, pin trâu bò sạc rất nhanh,cấu hình mạnh mẽ lên mạng lướt web xem phim chơi game nặng rất oke, mình hài lòng lắm', 'annotations': {'16': ['hiệu năng +', 'cấu hình +', 'mẫu mã +', 'ship +', 'dịch vụ +'], '21': ['hiệu năng +', 'cấu hình +', 'mẫu mã +']}}",,1,1,1,1,0,0,1,0,0
1177,890297,hàng oke tốt shop cài tiếng việt zalo,"[{'label': 331, 'user': 15}]","{'review_id': 1461, 'comment': 'Hàng ok tốt , đang nhờ shop hỗ trợ cài tiếng việt qua zalo', 'annotations': {'26': ['other'], '24': ['other']}}",,0,0,0,0,0,0,0,0,1
1178,890296,sản_phẩm ok thái_độ shop không tốt nhắn_tin phản_hồi sản_phẩm trả_lời hời_hợt ( lỗ tai_nghe 3.5 giấy vụn cắm nghe không phát_hiện khắc_phục ) 5 * sp,"[{'label': 341, 'user': 15}]","{'review_id': 2301, 'comment': 'Sản phẩm OK, nhưng thái độ shop không tốt. Nhắn tin phản hồi về sp nhưng trả lời hời hợt (lỗ tai nghe 3.5 đầy giấy vụn nên cắm tại nghe không nhận, mình phát hiện và đã khắc phục). Tuy nhiên vẫn đánh giá 5* cho\n sp.', 'annotations': {'16': ['dịch vụ -'], '21': ['dịch vụ -']}}",,0,0,0,0,0,0,1,0,0
1179,890295,mua 2 hàng nguyên seal chạy mượt giá tốt tầm shop rẻ gian_hàng mạng đóng_gói tốt cài rom quốc_tế india hướng_dẫn mạng rom update hãng bình thương 2 chờ xiaomi quyền unlock,"[{'label': 332, 'user': 15}, {'label': 338, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 94, 'comment': 'Đã mua thêm cái thứ 2. Hàng mới nguyên seal, chạy mượt, giá tốt trong tầm, shop bán rẻ nhất trong các gian hàng trên mạng, đóng gói rất tốt. Mình đã tự cài rom quốc tế bản India theo các hướng dẫn trên mạng, rom này vẫn được update chính hãng bình thương. Cái thứ 2 đang chờ Xiaomi cấp quyền unlock', 'annotations': {'18': ['chính hãng +', 'ship +', 'giá +', 'hiệu năng +'], '22': ['giá -', 'chính hãng +']}}",,0,0,1,1,1,1,0,0,0
1180,890294,shop shop uy_tín giao hàng đúng hẹn sản_phẩm hãng 99 % phim game mượt camera chụp hình sắt nét test ứng_dụng chạy êm mượt lắm hài_lòng shop giao hàng đúng như quảng_cáo shop 5,"[{'label': 346, 'user': 15}, {'label': 338, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 191, 'comment': 'Thích quá shop ơi,,,, shop uy tín giao hàng thật đúng hẹn, sản phẩm chính hãng ,mới 99%, Xem phim chơi game nặng rất mượt, camera chụp hình sắt nét, nói chung test qua các ứng dụng chạy êm và mượt lắm, mình rất hài lòng. \nCảm ơn shop đã giao hàng đúng như quảng cáo. \nĐánh giá shop 5 sao', 'annotations': {'18': ['cấu hình +', 'hiệu năng +', 'chính hãng +', 'ship +', 'dịch vụ +'], '22': ['hiệu năng +', 'chính hãng +', 'ship +']}}",,1,0,1,1,0,1,1,0,0
1182,890292,đt đẹp chưa ghép sim,"[{'label': 344, 'user': 15}]","{'review_id': 839, 'comment': 'Đt đẹp nhưng chưa biết ghép sim', 'annotations': {'18': ['mẫu mã +'], '22': ['mẫu mã +']}}",,0,1,0,0,0,0,0,0,0
1183,890291,sản_phẩm đúng mô_tả ngoại_hình tốt vết xước chấp_nhận vỏ tặng kèm đẹp thk shop,"[{'label': 336, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 1160, 'comment': 'Sản phẩm đúng mô tả, ngoại hình khá tốt, có vài vết xước nhỏ nhưng chấp nhận được, vỏ tặng kèm đẹp, thk shop', 'annotations': {'24': ['phụ kiện +', 'mẫu mã +'], '26': ['phụ kiện +', 'mẫu mã -']}}",,0,1,0,0,0,0,0,1,0
1184,890290,giao hàng hơi,"[{'label': 330, 'user': 15}]","{'review_id': 313, 'comment': 'Gooddddddddddd................... Giao hàng hơi lâuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu', 'annotations': {'18': ['trash'], '22': ['typo', 'ship -']}}",,0,0,0,0,0,0,0,0,0
1185,890289,ngoại_hình đẹp mong_đợi hàng cũ shop máy pin 100 % sạc 20 👏 nhu_cầu ủng_hộ tiếp 😃,"[{'label': 344, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 1053, 'comment': 'Ngoại hình đẹp ngoài mong đợi, hàng cũ mà được shop chọn cho máy pin 100%, sạc 20 lần👏Có nhu cầu sẽ ủng hộ tiếp 😃', 'annotations': {'24': ['mẫu mã +'], '26': ['cấu hình +', 'mẫu mã +']}}",,1,1,0,0,0,0,0,0,0
1186,890288,oke 👌,"[{'label': 330, 'user': 15}]","{'review_id': 2773, 'comment': 'Rất ok 👌', 'annotations': {'16': ['other'], '21': ['trash']}}",,0,0,0,0,0,0,0,0,0
1187,890287,máy chuẩn oke ngoại_hình đẹp cấu_hình ram 3gb bộ_nhớ 32gb đầy_đủ phụ_kiện shop giao đúng hàng đúng máy đúng màu 👍 like 5,"[{'label': 336, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 560, 'comment': 'Máy chuẩn ok ngoại hình đẹp cấu hình Ram 3gb và bộ nhớ 32gb đầy đủ phụ kiện .shop giao đúng hàng đúng máy đúng màu mình thích luôn 👍like cho 5 sao', 'annotations': {'18': ['ship +', 'phụ kiện +', 'mẫu mã +'], '22': ['mẫu mã +']}}",,0,1,0,1,0,0,0,1,0
1189,890285,hàng giao tốt,"[{'label': 331, 'user': 15}]","{'review_id': 1008, 'comment': 'Hàng giao rất tốt', 'annotations': {'24': ['ship +'], '26': ['other']}}",,0,0,0,0,0,0,0,0,1
1190,890284,nguyên niêm_phong shop nhiệt_tình chờ shop up tv,"[{'label': 338, 'user': 15}, {'label': 340, 'user': 15}]","{'review_id': 957, 'comment': 'Nguyên seal shop nhiệt tình , chờ shop chỉ up TV nữa là xong.Hihi', 'annotations': {'18': ['chính hãng +'], '22': ['chính hãng +', 'dịch vụ +']}}",,0,0,0,0,0,1,1,0,0
1191,890283,hàng đóng_gói cẩn_thận nguyên seal đúng imei màn_hình mượt pin_khỏe cầm_hơi nhẹ giá tiền shop liên_lạc mua,"[{'label': 346, 'user': 15}, {'label': 332, 'user': 15}, {'label': 338, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1793, 'comment': 'Hàng đóng gói cẩn thận, nguyên seal, đúng imei,  Màn hình mượt, pin khỏe. Cầm hơi nhẹ . Phù hợp với giá tiền . Shop Quan tâm liên lạc với khách trước và sau mua.', 'annotations': {'26': ['dịch vụ +', 'cấu hình +', 'chính hãng +'], '24': ['giá +', 'cấu hình +', 'mẫu mã +', 'ship +']}}",,1,1,0,1,1,1,1,0,0
1192,890282,máy ngon tầm máy nhanh buồn phụ_kiện máy kính cường_lực vỡ một gốc sạc 5 cỗ vũ shop tốt,"[{'label': 343, 'user': 15}, {'label': 347, 'user': 15}, {'label': 337, 'user': 15}]","{'review_id': 970, 'comment': 'Máy rất ngon trong tầm giá.\nNhưng máy rất nhanh nóng.\nRất buồn vì phụ kiện theo máy, kính cường lực thì bị vỡ hết một gốc, sạc thì chỉ có 0.12A.\nSạc vào rất chậm.\nCho 5 sao cỗ vũ cho shop làm tốt hơn.', 'annotations': {'18': ['hiệu năng +', 'phụ kiện -'], '22': ['phụ kiện -']}}",,1,0,1,0,0,0,0,1,0
1193,890281,shop sản_phẩm shop giao tốt đt test ứng_dụng chạy êm cấu_hình mạnh_mẽ game lướt web đều mượt chụp hình sắt nét shop giao hàng đúng như quảng_cáo giới_thiệu người_thân gia_đình ủng_hộ shop chúc shop,"[{'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 2999, 'comment': 'Shop ơi... Sản phẩm shop giao rất tốt, vừa nhận ĐT mình test qua,các ứng dụng chạy êm,,, cấu hình mạnh mẽ, chơi game lướt web đều rất mượt, chụp hình sắt nét luôn, cảm ơn shop đã giao hàng đúng như quảng cáo, mình sẽ giới thiệu người thân gia đình ủng hộ shop nhiều, chúc shop có thêm nhiều khách nhé', 'annotations': {'16': ['cấu hình +'], '21': ['dịch vụ +', 'hiệu năng +', 'cấu hình +']}}",,1,0,1,0,0,0,0,0,0
1194,890280,giao hàng nhanh giá tốt máy_mượt pin tuột nhanh đóng_gói sản_phẩm tạm băng_keo niêm_phong tháo dán trở_lại,"[{'label': 347, 'user': 15}, {'label': 332, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1382, 'comment': 'Giao hàng nhanh. Giá tốt. Máy mượt. Nhưng pin tuột khá nhanh. Đóng gói sản phẩm tạm được, băng keo niêm phong đã bị tháo ra và dán trở lại.', 'annotations': {'24': ['hiệu năng +', 'giá +', 'ship +'], '26': ['giá +', 'ship +']}}",,1,0,1,1,1,0,0,0,0
1195,890279,"cộng chủ : tốt_tính nhiệt_tình hết_mình + ship : tầm 6 - 7 + máy ít 1,2 vết xước như ốp cường_lực lắp sẵn tháo vỏ ốp + màn_hình nét loa 50 màn 50 tầm 7 tiếng màn_hình r","[{'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 2243, 'comment': '+ Anh chủ: Tốt tính, nhiệt tình hỗ trợ hết mình. \n+ Thời gian ship: Tầm 6-7 ngày\n+ Máy khá mới, rất ít xước,chỉ có 1,2 vết xước nhỏ của mình thì như thế. Ốp và cường lực đã được lắp sẵn. Mình tháo vỏ ốp ra xem\n+ Màn hình nét, loa 50 màn 50 thì dùng được khoảng tầm 7 tiếng xem Youtube. Màn hình r', 'annotations': {'16': ['cấu hình +', 'mẫu mã -', 'dịch vụ +'], '21': ['cấu hình +', 'mẫu mã +', 'dịch vụ +']}}",,1,1,0,0,0,0,1,0,0
1196,890278,tem hãng đều ốp lưng ốp máy máy to dày nam tạm ok nữ thua,"[{'label': 338, 'user': 15}]","{'review_id': 1041, 'comment': 'Mới. Tem chính hãng. Có đều ốp lưng ốp vào máy. Máy to và dày quá. Nam xài tạm ok. Nữ thì thua', 'annotations': {'24': ['chính hãng +'], '26': ['mẫu mã -', 'phụ kiện +', 'chính hãng +']}}",,0,0,0,0,0,1,0,0,0
1197,890277,hàng nguyên niêm_phong ngon chờ kích_hoạt bảo_hành,"[{'label': 338, 'user': 15}]","{'review_id': 207, 'comment': 'Hàng nguyên seal chính hãng\nXài ngon ❤️❤️❤️\nĐang chờ kích hoạt bảo hành', 'annotations': {'18': ['hiệu năng +', 'chính hãng +'], '22': ['chính hãng +']}}",,0,0,0,0,0,1,0,0,0
1198,890276,máy tốt cám_ơn shop,"[{'label': 331, 'user': 15}]","{'review_id': 291, 'comment': 'Đã nhận đc máy dùng tốt nhé , cám ơn shop', 'annotations': {'18': ['other'], '22': ['trash']}}",,0,0,0,0,0,0,0,0,1
1199,890275,hàng nhanh máy đẹp mua shop 😍,"[{'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1687, 'comment': 'Nhận hàng nhanh \nMáy đẹp nên mua  nhé mọi người .\nThanks shop😍', 'annotations': {'26': ['mẫu mã +', 'ship +'], '24': ['ship +']}}",,0,1,0,1,0,0,0,0,0
1200,890274,shop giao hàng chuẩn máy đẹp hoàn_thiện chi_tiết cấu_hình mạnh_mẽ màn_hình cảm_ứng nhạy màu_sắc rực_rỡ shop uy_tín nhiệt_tình khách_hàng chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm giới_thiệu bạn_bè người_thân ủng_hộ shop,"[{'label': 346, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 163, 'comment': 'Shop giao hàng rất chuẩn, máy rất đẹp, hoàn thiện đến từng chi tiết, cấu hình mạnh mẽ, màn hình cảm ứng nhạy màu sắc rực rỡ, shop uy tín và rất nhiệt tình với khách hàng, chế độ bảo hành rõ ràng nên mình yên tâm sử dụng sản phẩm, mình sẽ giới thiệu bạn bè và người thân ủng hộ shop,', 'annotations': {'18': ['dịch vụ +', 'cấu hình +', 'mẫu mã +'], '22': ['dịch vụ +', 'phụ kiện +', 'ship +']}}",,1,1,0,0,0,0,1,0,0
1201,890273,chờ công_ty xuất hoá_đơn xong,"[{'label': 331, 'user': 15}]","{'review_id': 1959, 'comment': 'Chờ công ty xuất hoá đơn nữa là xong', 'annotations': {'26': ['other'], '24': ['other']}}",,0,0,0,0,0,0,0,0,1
1202,889712,săn sale 12.12 giá rẻ máy oke sản_phẩm tầm giá cám_ơn shop,"[{'label': 332, 'user': 15}]","{'review_id': 671, 'comment': 'Săn sale 12.12 nên dc giá rẻ, máy ok nhất trong những sản phẩm cùng tầm giá, cám ơn shop', 'annotations': {'18': ['giá +'], '22': ['giá +']}}",,0,0,0,0,1,0,0,0,0
1203,889711,điện_thoại hồi chiều test chức_năng đều ổn bề_ngoài mới_dụng chạy êm mạnh vừa_ý shop giao hàng đúng như quảng_cáo giới_thiệu người_thân bạn_bè ủng_hộ shop mua hàng shop bình_chọn 5 * shop,"[{'label': 344, 'user': 15}, {'label': 342, 'user': 15}]","{'review_id': 1355, 'comment': 'Mới nhận được điện thoại hồi chiều, test qua các chức năng đều ổn, bề ngoài mới 98%-99%,ứng dụng chạy êm, mạnh, rất vừa ý, cảm ơn shop giao hàng đúng như quảng cáo, sẽ giới thiệu người thân và bạn bè ủng hộ shop nhiều hơn nữa, mọi người nên mua hàng ơ shop này nhé. Bình chọn 5* cho shop', 'annotations': {'24': ['hiệu năng -', 'mẫu mã +'], '26': ['hiệu năng +', 'mẫu mã +']}}",,0,1,1,0,0,0,0,0,0
1205,889709,shop uy_tín giao hàng đúng như quảng_cáo đúng hẹn bề_ngoài 99 % test ứng_dụng êm phim chụp hình sắt nét pin trâu lướt web game sướng vừa_ý đơn hàng chúc shop thành_công khách_hàng nửa,"[{'label': 346, 'user': 15}, {'label': 344, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 170, 'comment': 'Shop uy tín giao hàng đúng như quảng cáo và đúng ngày hẹn, bề ngoài còn mới 99%, test qua các ứng dụng rất êm, xem phim chụp hình sắt nét luôn, pin trâu, lướt web ,,chơi game thật sướng,, \nNói chung là tôi rất vừa ý, sẽ đặt thêm ở đơn hàng tới, chúc shop thành công và thêm nhiều khách hàng hơn nửa,', 'annotations': {'18': ['cấu hình +', 'hiệu năng +', 'dịch vụ +'], '22': ['hiệu năng +', 'mẫu mã +', 'ship +']}}",,1,1,1,1,0,0,1,0,0
1206,889708,sản_phẩm siêu oke đóng_gói cực_kì cẩn_thận mặc_dù mua shop ưng_ý = ủng_hộ shop,"[{'label': 334, 'user': 15}]","{'review_id': 727, 'comment': 'Sản phẩm siêu ok luôn ấy ạ, đóng gói cũng cực kì cẩn thận, mặc dù chỉ là mua lần đầu tiên của shop nhưng lại rất ưng ý= sẽ ủng hộ shop trong những lần tiếp theo', 'annotations': {'18': ['ship +'], '22': ['other']}}",,0,0,0,1,0,0,0,0,0
1207,889707,hàng chất_lượng lắm nha ace,"[{'label': 331, 'user': 15}]","{'review_id': 974, 'comment': 'Hàng chất lượng lắm nha ace................................', 'annotations': {'18': ['trash'], '22': ['trash']}}",,0,0,0,0,0,0,0,0,1
1208,889706,tuyệt máy đẹp chất_lượng đúng như shop quảng_cáo ứng_dụng hoạt_động tốt màn_hình đẹp màu_sắc rực_rỡ như mong_đợi camera chụp ảnh đẹp lắm mạng lướt web phim mượt phong_cách phục_vụ vẻ nhiệt_tình hướng_dẫn tận_tình khách_hàng chế,"[{'label': 344, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 1863, 'comment': 'rất tuyệt, máy đẹp quá, chất lượng thì đúng như shop quảng cáo, các ứng dụng hoạt động tốt, màn hình đẹp màu sắc rực rỡ như mong đợi, camera trước và sau chụp ảnh đẹp lắm, lên mạng lướt web xem phim mượt ,mình thích phong cách phục vụ của shop,vui vẻ nhiệt tình hướng dẫn tận tình với khách hàng, chế', 'annotations': {'26': ['dịch vụ +', 'cấu hình +', 'hiệu năng +', 'mẫu mã +'], '24': ['dịch vụ +', 'cấu hình +', 'hiệu năng +', 'mẫu mã +']}}",,1,1,1,0,0,0,1,0,0
1209,889705,shop ship nhanh máy oke,"[{'label': 334, 'user': 15}]","{'review_id': 2413, 'comment': 'Shop ship nhanh máy rất ok', 'annotations': {'16': ['ship +'], '21': ['ship +']}}",,0,0,0,1,0,0,0,0,0
1210,889704,sản_phẩm giao đúng đầy_đủ trừ phím hơi cứng cài_đặt từ_điển nhắn_tin loay_hoay mãi shop sản_phẩm tốt tầm giá ủng_hộ shop tiếp tks,"[{'label': 332, 'user': 15}, {'label': 347, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 118, 'comment': 'Sản phẩm giao đúng và đầy đủ, mỗi điểm trừ là phím hơi cứng và bị cài đặt từ điển lúc nhắn tin, làm loay hoay mãi. Dù sao cũng cảm ơn Shop vì sản phẩm quá tốt trong tầm giá. Có cơ hội sẽ quay lại ủng hộ shop tiếp. Tks', 'annotations': {'18': ['giá +', 'cấu hình -', 'ship +'], '22': ['phụ kiện +', 'ship +']}}",,1,0,0,1,1,0,0,0,0
1211,889703,máy chưa lướt vẻ mượt đẹp chăm_sóc mua tốt hoàn_hảo,"[{'label': 342, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 2586, 'comment': 'Máy nhìn rất mới, chưa sử dụng mới lướt qua có vẻ mượt, đẹp. Nếu chăm sóc sau mua tốt thì hoàn hảo', 'annotations': {'16': ['mẫu mã +'], '21': ['mẫu mã +']}}",,0,1,1,0,0,0,0,0,0
1212,889702,điện_thoại zin nguyên bao_bọc cẩn_thận chất_lượng tốt hình_ảnh đẹp hợp_lý nhân_viên tư_vấn nhiệt_tình vui_vẻ chuyên_nghiệp hài_lòng bình_chọn 5 shop,"[{'label': 334, 'user': 15}, {'label': 332, 'user': 15}, {'label': 340, 'user': 15}, {'label': 338, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 2248, 'comment': 'Điện thoại  zin còn mới nguyên, bao bọc rất cẩn thận, chất lượng thì rất tốt, hình ảnh rất đẹp và sáng,giá cả thì hợp lý,... Nhân viên tư vấn nhiệt tình. Vui vẻ chuyên nghiệp, rất hài lòng.... Bình chọn 5 sao cho shop...', 'annotations': {'16': ['dịch vụ +', 'giá +', 'cấu hình +', 'chính hãng +'], '21': ['dịch vụ +', 'cấu hình +', 'mẫu mã +']}}",,0,1,0,1,1,1,1,0,0
1214,889700,hàng hãng mua shop 3 ok thank shop,"[{'label': 338, 'user': 15}]","{'review_id': 2548, 'comment': 'Hàng chính hãng, mình mua của shop trong tháng này 3 cái rồi, cái nào cũng ok. Thank shop.', 'annotations': {'16': ['chính hãng +'], '21': ['chính hãng +']}}",,0,0,0,0,0,1,0,0,0
1215,889699,máy không chạy tác vụ ! web youtube đều không,"[{'label': 343, 'user': 15}]","{'review_id': 299, 'comment': 'Máy không chạy được tác vụ nào! Kể cả vào web hay xem YouTube đều không được', 'annotations': {'18': ['hiệu năng -'], '22': ['cấu hình -', 'hiệu năng -']}}",,0,0,1,0,0,0,0,0,0
1216,889698,mặc_dù giao hàng chút hàng hình_thức máy đẹp như chất_lượng sản_phẩm tốt gọi điện shop tư_vấn nhiệt_tình mua ủng_hộ shop dịp giới_thiệu shop nhu_cầu,"[{'label': 335, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 1397, 'comment': 'Mặc dù giao hàng có chút vấn đề nhưng đã nhận dc hàng, hình thức máy đẹp như mới, chất lượng sản phẩm rất tốt , gọi điện hỏi shop tư vấn rất nhiệt tình. Sẽ mua và ủng hộ shop nếu có dịp và sẽ giới thiệu shop cho ai có nhu cầu giống mình', 'annotations': {'26': ['dịch vụ +', 'mẫu mã +', 'ship -'], '24': ['dịch vụ +', 'mẫu mã +']}}",,0,1,0,1,0,0,1,0,0
1217,889697,mua 2 gói tuyệt hàng nhanh : tối muộn hôm 9 : 45 hôm giao mặc_dù 7 giao tiêu_chuẩn tốt ủng_hộ shop,"[{'label': 334, 'user': 15}]","{'review_id': 1856, 'comment': 'Đã mua đến cái thứ 2 của shop.Đóng gói tuyệt vời.giao hàng quá nhanh: đặt tối muộn hôm trước mà 9:45 hôm sau đã giao rồi mặc dù là thứ 7 và chỉ giao tiêu chuẩn. Rất tốt, ủng hộ shop nhiều nữa.', 'annotations': {'26': ['ship +'], '24': ['ship +']}}",,0,0,0,1,0,0,0,0,0
1218,889696,sản_phẩm tốt giao hàng nhanh phục_vụ tốt đóng_gói chắc_chắn,"[{'label': 340, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 496, 'comment': ' Sản phẩm tốt, giao hàng nhanh, phục vụ tốt, đóng gói chắc chắn.', 'annotations': {'18': ['dịch vụ +', 'ship +'], '22': ['ship +', 'dịch vụ +']}}",,0,0,0,1,0,0,1,0,0
1222,889692,máy đẹp chức_năng hoàn_thiện màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo shop 5,"[{'label': 346, 'user': 15}, {'label': 344, 'user': 15}, {'label': 332, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 76, 'comment': 'Thật bất ngờ, máy quá đẹp,, \nCác chức năng rất hoàn thiện \nMàn hình cảm ứng nhạy, màu sắc rực rỡ \nRất đáng đồng tiền \nShop uy tín giao hàng đúng hẹn chất lượng đúng như quảng cáo, \nShop rất đáng được đánh giá 5 sao', 'annotations': {'18': ['dịch vụ +', 'ship +', 'hiệu năng +', 'mẫu mã +'], '22': ['ship +', 'dịch vụ +', 'giá +', 'hiệu năng +', 'mẫu mã +']}}",,1,1,1,1,1,0,1,0,0
1223,889691,ban_đầu mua hơi hoang_mang mua mạng shop tư_vấn oke test máy kĩ giao hình_thức 100 % võ zin trầy 1 xíu pin 85 % hơi ít oke,"[{'label': 347, 'user': 15}, {'label': 338, 'user': 15}, {'label': 340, 'user': 15}, {'label': 331, 'user': 15}]","{'review_id': 1609, 'comment': 'Ban đầu mới mua hơi hoang mang do lần mua trên mạng shop tư vấn rất ok test máy rất kĩ giao hình thức mới 100% võ zin chỉ có trầy 1 xíu pin thì 85% còn hơi ít nói chung vẫn rất ok', 'annotations': {'26': ['chính hãng +', 'dịch vụ +'], '24': ['other']}}",,1,0,0,0,0,1,1,0,1
1225,889689,máy đẹp hoàn_thiện tốt cấu_hình mạnh_mẽ pin trâu cảm_ứng mượt_mà lướt êm_ái màu_sắc rực_rỡ như mong_đợi hài_lòng sản_phẩm shop phục_vụ nhiệt_tình giao hàng đúng hẹn chất_lượng đúng như quảng_bá an_tâm sản_phẩm shop,"[{'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 1102, 'comment': 'Máy rất đẹp, hoàn thiện tốt, cấu hình mạnh mẽ, pin trâu, cảm ứng mượt mà lướt êm ái, màu sắc rực rỡ như mong đợi, mình hài lòng về sản phẩm, shop phục vụ nhiệt tình, giao hàng đúng hẹn chất lượng đúng như quảng bá, mọi người nên an tâm sử dụng các sản phẩm của shop,', 'annotations': {'24': ['dịch vụ +', 'cấu hình +', 'mẫu mã +'], '26': ['dịch vụ +', 'ship +', 'cấu hình +']}}",,1,1,0,1,0,0,1,0,0
1226,889688,shop phục_vụ tốt đóng_gói sản_phẩm cẩn_thận sản_phẩm kích_hoạt bảo_hành 1 ok,"[{'label': 344, 'user': 15}, {'label': 340, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 730, 'comment': 'Shop phục vụ tốt đóng gói sp cẩn thận . Sản phẩm mới , kích hoạt bảo hành cho khách trước 1 ngày.ok', 'annotations': {'18': ['ship +', 'dịch vụ +'], '22': ['dịch vụ +']}}",,0,1,0,1,0,0,1,0,0
1227,889687,máy_đẹp nguyên seal canh deal cực ngon shop nhiệt_tình gói hàng kỹ,"[{'label': 338, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 2998, 'comment': 'Máy đẹp, nguyên seal, canh deal cực quá nhưng ngon. Shop nhiệt tình, gói hàng kỹ', 'annotations': {'16': ['dịch vụ +', 'ship +', 'mẫu mã +'], '21': ['mẫu mã +', 'dịch vụ +']}}",,0,1,0,1,0,1,1,0,0
1228,889686,giao hàng nhanh đúng hình máy chạy tốt shop tư_vấn nhiệt_tình,"[{'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 275, 'comment': 'Giao hàng Nhanh, đúng hình, máy chạy tốt, shop tư vấn nhiệt tình.', 'annotations': {'18': ['dịch vụ +', 'hiệu năng +', 'ship +'], '22': ['dịch vụ +', 'hiệu năng +', 'ship +']}}",,0,0,1,1,0,0,1,0,0
1229,889685,sản_phẩm tốt chất_lượng đúng như shop quảng_bá chức_năng hoạt_động tốt ổn_định màu_sắc rực_rỡ cảm_ứng nhạy lướt êm_ái pin vừa_ý hài_lòng sản_phẩm chị_em an_tâm sản_phẩm shop,"[{'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 1871, 'comment': 'Sản phẩm rất tốt, chất lượng đúng như shop quảng bá, các chức năng hoạt động tốt ổn định, màu sắc rực rỡ, cảm ứng nhạy lướt êm ái, pin thật trâu,mình vừa ý và hài lòng với sản phẩm của shop,anh chị em nên an tâm khi sử dụng sản phẩm của shop', 'annotations': {'26': ['cấu hình +', 'mẫu mã +', 'hiệu năng +'], '24': ['cấu hình +', 'hiệu năng +']}}",,1,0,1,0,0,0,0,0,0
